id_event,id_location
673ef5fdc20ad4d76f001234,673ef5fd3988c7f88e001234
673ef5fd17e62166fc001234,673ef5fd7cbbc409ec001234
673ef5fd642e92efb7001234,673ef5fd26657d5ff9001234
673ef5fd44f683a841001234,673ef5fda87ff679a2001234
673ef5fde2c420d928001234,673ef5fdeecca5b636001234
673ef5fdd1fe173d08001234,673ef5fdd09bf41544001234
673ef5fdc7e1249ffc001234,673ef5fd1afa34a7f9001234
673ef5fda97da629b0001234,673ef5fda87ff679a2001234
673ef5fd1d7f7abc18001234,673ef5fd19ca14e7ea001234
673ef5fd8f53295a73001234,673ef5fdc9f0f895fb001234
673ef5fd4c5bde74a8001234,673ef5fd006f52e910001234
673ef5fdeecca5b636001234,673ef5fdf7177163c8001234
673ef5fda597e50502001234,673ef5fd1385974ed5001234
673ef5fd69adc1e107001234,673ef5fdaab3238922001234
673ef5fdec8ce6abb3001234,673ef5fd8e296a067a001234
673ef5fd705f217283001234,673ef5fdc9f0f895fb001234
673ef5fd38db3aed92001234,673ef5fda97da629b0001234
673ef5fd6a9aeddfc6001234,673ef5fd1c9ac0159c001234
673ef5fd1700002963001234,673ef5fd812b4ba287001234
673ef5fdc5ff2543b5001234,673ef5fd9f61408e3a001234
673ef5fde7b24b112a001234,673ef5fde00da03b68001234
673ef5fd0d0fd7c6e0001234,673ef5fd0640966322001234
673ef5fd019d385eb6001234,673ef5fdf2217062e9001234
673ef5fdff4d5fbbaf001234,673ef5fd3416a75f4c001234
673ef5fdebd9629fc3001234,673ef5fdad61ab1432001234
673ef5fd85422afb46001234,673ef5fd2723d092b6001234
673ef5fd0fcbc61acd001234,673ef5fdc51ce410c1001234
673ef5fd11b921ef08001234,673ef5fd0640966322001234
673ef5fd1bb91f73e9001234,673ef5fd7cbbc409ec001234
673ef5fd3a0772443a001234,673ef5fdf7e6c85504001234
