id_event1,id_event2
673ef5fdc4ca4238a0001234,673ef5fd69d658d0b2001234
673ef5fdc81e728d9d001234,673ef5fd4daa3db355001234
673ef5fde4da3b7fbb001234,673ef5fd5ca3e9b122001234
673ef5fde4da3b7fbb001234,673ef5fda941493eee001234
673ef5fd1679091c5a001234,673ef5fd211c1e0b83001234
673ef5fd8f14e45fce001234,673ef5fd81b3833e25001234
673ef5fd45c48cce2e001234,673ef5fdea119a40c1001234
673ef5fd6512bd43d9001234,673ef5fde48e132073001234
673ef5fd1f0e3dad99001234,673ef5fd013a006f03001234
673ef5fd98f1370821001234,673ef5fd903ce9225f001234
673ef5fd3c59dc048e001234,673ef5fd06a15eb1c3001234
673ef5fd8e296a067a001234,673ef5fddf0aab058c001234
673ef5fd02e74f10e0001234,673ef5fd7437d13677001234
673ef5fd33e75ff09d001234,673ef5fd6c9882bbac001234
673ef5fd33e75ff09d001234,673ef5fdebd6d2f5d6001234
673ef5fd6ea9ab1baa001234,673ef5fd8fb21ee7a2001234
673ef5fd6ea9ab1baa001234,673ef5fd298923c819001234
673ef5fdc16a5320fa001234,673ef5fdc850371fda001234
673ef5fd182be0c5cd001234,673ef5fde49b8b4053001234
673ef5fd182be0c5cd001234,673ef5fdbe3e9d3f7d001234
673ef5fd1c383cd30b001234,673ef5fd217eedd1ba001234
673ef5fdd645920e39001234,673ef5fd49af6c4e55001234
673ef5fd3416a75f4c001234,673ef5fd43cca4b3de001234
673ef5fd17e62166fc001234,673ef5fd2dea61eed4001234
673ef5fd6c8349cc72001234,673ef5fdd1f491a404001234
673ef5fd6c8349cc72001234,673ef5fd00e26af6ac001234
673ef5fdd9d4f495e8001234,673ef5fd4122cb13c7001234
673ef5fdd9d4f495e8001234,673ef5fdb197ffdef2001234
673ef5fdc0c7c76d30001234,673ef5fd82f2b308c3001234
673ef5fd9a1158154d001234,673ef5fdf8c1f23d6a001234
673ef5fdd82c8d1619001234,673ef5fdbe3e9d3f7d001234
673ef5fdb53b3a3d6a001234,673ef5fdbac9162b47001234
673ef5fd7f39f8317f001234,673ef5fd091d584fce001234
673ef5fd44f683a841001234,673ef5fdfc22130974001234
673ef5fd44f683a841001234,673ef5fd7e7e69ea33001234
673ef5fd03afdbd66e001234,673ef5fd90db9da4fc001234
673ef5fdd2ddea18f0001234,673ef5fd2a34abd6eb001234
673ef5fdd2ddea18f0001234,673ef5fd2b3bf3eee2001234
673ef5fdd09bf41544001234,673ef5fd7f53f8c6c7001234
673ef5fd28dd2c7955001234,673ef5fd846c260d71001234
673ef5fd35f4a8d465001234,673ef5fdf106b7f99d001234
673ef5fd35f4a8d465001234,673ef5fd8065d07da4001234
673ef5fd9778d5d219001234,673ef5fd3328bdf9a4001234
673ef5fd68d30a9594001234,673ef5fd88ae6372cf001234
673ef5fd68d30a9594001234,673ef5fd9bb6dee73b001234
673ef5fd3ef815416f001234,673ef5fd50905d7b22001234
673ef5fd3ef815416f001234,673ef5fdc81e728d9d001234
673ef5fd93db85ed90001234,673ef5fd918317b579001234
673ef5fd93db85ed90001234,673ef5fdd86ea612de001234
673ef5fd54229abfcf001234,673ef5fdcda72177eb001234
673ef5fd54229abfcf001234,673ef5fd05a7045451001234
673ef5fdf4b9ec30ad001234,673ef5fd7f53f8c6c7001234
673ef5fdf4b9ec30ad001234,673ef5fde655c7716a001234
673ef5fdf899139df5001234,673ef5fd4f16c81887001234
673ef5fd38b3eff8ba001234,673ef5fd303ed4c698001234
673ef5fdec8956637a001234,673ef5fd697e382cfd001234
673ef5fdc9e1074f5b001234,673ef5fd5cbdfd0dfa001234
673ef5fdc9e1074f5b001234,673ef5fdd1a21da7bc001234
673ef5fd65b9eea6e1001234,673ef5fd5cce8dede8001234
673ef5fda3c65c2974001234,673ef5fd9778d5d219001234
673ef5fd698d51a19d001234,673ef5fdc32d9bf27a001234
673ef5fd7f6ffaa6bb001234,673ef5fd44f683a841001234
673ef5fd2b44928ae1001234,673ef5fdda0d1111d2001234
673ef5fd2b44928ae1001234,673ef5fd3e7e022401001234
673ef5fd5ef059938b001234,673ef5fdf9028faec7001234
673ef5fd07e1cd7dca001234,673ef5fdc24cd76e1c001234
673ef5fdda4fb5c6e9001234,673ef5fd06138bc5af001234
673ef5fd202cb962ac001234,673ef5fd67c6a1e7ce001234
673ef5fd069059b7ef001234,673ef5fd05049e90fa001234
673ef5fdec5decca5e001234,673ef5fdbdb106a056001234
673ef5fd76dc611d6e001234,673ef5fd6a10bbd480001234
673ef5fd76dc611d6e001234,673ef5fd9da187a7a1001234
673ef5fdd1f491a404001234,673ef5fd6974ce5ac6001234
673ef5fd9b8619251a001234,673ef5fd23c97e9cb9001234
673ef5fd1afa34a7f9001234,673ef5fd087408522c001234
673ef5fd1afa34a7f9001234,673ef5fddd8eb9f23f001234
673ef5fd02522a2b27001234,673ef5fd405e289063001234
673ef5fd7f1de29e6d001234,673ef5fd365d177700001234
673ef5fd42a0e188f5001234,673ef5fdfddd7938a7001234
673ef5fd3988c7f88e001234,673ef5fdc0560792e4001234
673ef5fd0f28b5d49b001234,673ef5fd2f885d0fbe001234
673ef5fd8d5e957f29001234,673ef5fd006f52e910001234
673ef5fd47d1e99058001234,673ef5fd2715518c87001234
673ef5fda8f15eda80001234,673ef5fda8abb4bb28001234
673ef5fda8f15eda80001234,673ef5fd17c3433fec001234
673ef5fdb3e3e393c7001234,673ef5fddd8eb9f23f001234
673ef5fd2a79ea27c2001234,673ef5fd85f007f8c5001234
673ef5fd2a79ea27c2001234,673ef5fd7f1171a78c001234
673ef5fdb73ce398c3001234,673ef5fdd860edd1dd001234
673ef5fdb73ce398c3001234,673ef5fdf52378e142001234
673ef5fdb73ce398c3001234,673ef5fd8f7d807e1f001234
673ef5fdfa7cdfad1a001234,673ef5fd98dce83da5001234
673ef5fdfa7cdfad1a001234,673ef5fd442cde8169001234
673ef5fd9766527f2b001234,673ef5fd9f53d83ec0001234
673ef5fd9766527f2b001234,673ef5fdb8c27b7a1c001234
673ef5fd7e7757b1e1001234,673ef5fd5a1e3a5aed001234
673ef5fda4a042cf4f001234,673ef5fd2ba596643c001234
673ef5fdf7e6c85504001234,673ef5fdf0bbac6fa0001234
673ef5fdbf8229696f001234,673ef5fd170c944978001234
673ef5fd8216124282001234,673ef5fdc73dfe6c63001234
673ef5fd8f53295a73001234,673ef5fdf4f6dce2f3001234
673ef5fd8f53295a73001234,673ef5fd0ff39bbbf9001234
673ef5fdcedebb6e87001234,673ef5fd0004d0b59e001234
673ef5fdeecca5b636001234,673ef5fd08f90c1a41001234
673ef5fdeecca5b636001234,673ef5fd3c59dc048e001234
673ef5fd9872ed9fc2001234,673ef5fd77f959f119001234
673ef5fd9872ed9fc2001234,673ef5fdc74d97b01e001234
673ef5fd31fefc0e57001234,673ef5fd757b505cfd001234
673ef5fd31fefc0e57001234,673ef5fd8f53295a73001234
673ef5fdcfecdb276f001234,673ef5fd519c841559001234
673ef5fd0aa1883c64001234,673ef5fd3f67fd9716001234
673ef5fd58a2fc6ed3001234,673ef5fd2afe4567e1001234
673ef5fd58a2fc6ed3001234,673ef5fd0966289037001234
673ef5fd85d8ce590a001234,673ef5fd17fafe5f6c001234
673ef5fd69adc1e107001234,673ef5fdc8cbd669cf001234
673ef5fdca46c1b951001234,673ef5fd512c5cad6c001234
673ef5fdca46c1b951001234,673ef5fdf0adc8838f001234
673ef5fd45fbc6d3e0001234,673ef5fd0768281a05001234
673ef5fd060ad92489001234,673ef5fd6492d38d73001234
673ef5fd060ad92489001234,673ef5fdf7177163c8001234
673ef5fd060ad92489001234,673ef5fd37d097caf1001234
673ef5fdbcbe3365e6001234,673ef5fda9078e8653001234
673ef5fd115f895031001234,673ef5fd11b9842e0a001234
673ef5fd13fe9d8431001234,673ef5fd9ad6aaed51001234
673ef5fdd1c38a09ac001234,673ef5fdc81e728d9d001234
673ef5fd9cfdf10e8f001234,673ef5fd674bfc5f6b001234
673ef5fd57aeee35c9001234,673ef5fd7e9e346dc5001234
673ef5fd57aeee35c9001234,673ef5fd84f7e69969001234
673ef5fd9b04d15284001234,673ef5fdbb04af0f7e001234
673ef5fdbe83ab3ecd001234,673ef5fd061412e4a0001234
673ef5fd01161aaa0b001234,673ef5fd500e75a036001234
673ef5fd539fd53b59001234,673ef5fdb3b43aeeac001234
673ef5fd555d6702c9001234,673ef5fd45645a27c4001234
673ef5fde4a6222cdb001234,673ef5fd28f0b86459001234
673ef5fde4a6222cdb001234,673ef5fdc9f95a0a5a001234
673ef5fd9188905e74001234,673ef5fd5ef0b4eba3001234
673ef5fd9188905e74001234,673ef5fd10c272d067001234
673ef5fd9188905e74001234,673ef5fd2ba596643c001234
673ef5fd38db3aed92001234,673ef5fd708f3cf810001234
673ef5fd38db3aed92001234,673ef5fd8eefcfdf59001234
673ef5fd3cec07e9ba001234,673ef5fd9f61408e3a001234
673ef5fd621bf66ddb001234,673ef5fd0731460a8a001234
673ef5fd6c9882bbac001234,673ef5fdba3866600c001234
673ef5fd19f3cd308f001234,673ef5fd9bf31c7ff0001234
673ef5fd19f3cd308f001234,673ef5fd11b921ef08001234
673ef5fdc52f1bd66c001234,673ef5fdfe70c36866001234
673ef5fdc52f1bd66c001234,673ef5fd5ef0b4eba3001234
673ef5fd502e4a1693001234,673ef5fd3493894fa4001234
673ef5fdcfa0860e83001234,673ef5fd4921f95baf001234
673ef5fdcfa0860e83001234,673ef5fd64223ccf70001234
673ef5fdb1a59b315f001234,673ef5fd68053af292001234
673ef5fde56954b4f6001234,673ef5fd856fc81623001234
673ef5fde56954b4f6001234,673ef5fd936a40b7e8001234
673ef5fdf7664060cc001234,673ef5fd44cd7a8f7f001234
673ef5fd8f121ce07d001234,673ef5fd211c1e0b83001234
673ef5fd8f121ce07d001234,673ef5fd38ca89564b001234
673ef5fd39059724f7001234,673ef5fd96ea64f3a1001234
673ef5fd4734ba6f3d001234,673ef5fdfe709c654e001234
673ef5fdd947bf06a8001234,673ef5fd85422afb46001234
673ef5fddb8e1af0cb001234,673ef5fd47a658229e001234
673ef5fd20f07591c6001234,673ef5fd07871915a8001234
673ef5fd20f07591c6001234,673ef5fde53a0a2978001234
673ef5fd20f07591c6001234,673ef5fd2dea61eed4001234
673ef5fd07cdfd2337001234,673ef5fdafe434653a001234
673ef5fdd395771085001234,673ef5fdb59c67bf19001234
673ef5fde3796ae838001234,673ef5fdcfee398643001234
673ef5fd0f49c89d1e001234,673ef5fd25ddc0f8c9001234
673ef5fd16a5cdae36001234,673ef5fdf770b62bc8001234
673ef5fd16a5cdae36001234,673ef5fdef4e3b775c001234
673ef5fdf90f2aca5c001234,673ef5fd12b1e42dc0001234
673ef5fdf90f2aca5c001234,673ef5fd378a063b8f001234
673ef5fdd296c101da001234,673ef5fd950a4152c2001234
673ef5fd26e359e838001234,673ef5fd1be3bc32e6001234
673ef5fdef0d3930a7001234,673ef5fd44f683a841001234
673ef5fd94f6d7e04a001234,673ef5fd7d771e0e8f001234
673ef5fd34ed066df3001234,673ef5fde995f98d56001234
673ef5fd34ed066df3001234,673ef5fdd8330f857a001234
673ef5fd11b9842e0a001234,673ef5fd0ebcc77dc7001234
673ef5fd496e05e1ae001234,673ef5fdd51b416788001234
673ef5fdb2eb734903001234,673ef5fd2ab56412b1001234
673ef5fd8e98d81f82001234,673ef5fd248e844336001234
673ef5fd950a4152c2001234,673ef5fd8f53295a73001234
673ef5fdad13a2a07c001234,673ef5fda02ffd91ec001234
673ef5fdad13a2a07c001234,673ef5fd320722549d001234
673ef5fd320722549d001234,673ef5fd44c4c17332001234
673ef5fd89f0fd5c92001234,673ef5fd8e98d81f82001234
673ef5fdc042f4db68001234,673ef5fd325995af77001234
673ef5fd04025959b1001234,673ef5fd8038da89e4001234
673ef5fd04025959b1001234,673ef5fd8c8a58fa97001234
673ef5fd40008b9a53001234,673ef5fde5841df216001234
673ef5fd58238e9ae2001234,673ef5fd8c235f89a8001234
673ef5fdc5ff2543b5001234,673ef5fd69cb3ea317001234
673ef5fd01386bd6d8001234,673ef5fd90599c8fdd001234
673ef5fd0bb4aec171001234,673ef5fd0e4e946668001234
673ef5fd9de6d14fff001234,673ef5fdea5a486c71001234
673ef5fdefe937780e001234,673ef5fd6cfe0e6127001234
673ef5fdefe937780e001234,673ef5fd98c7242894001234
673ef5fdefe937780e001234,673ef5fd7b5b23f4aa001234
673ef5fd371bce7dc8001234,673ef5fdb2f627fff1001234
673ef5fd371bce7dc8001234,673ef5fd24b16fede9001234
673ef5fd8dd48d6a2e001234,673ef5fda9eb812238001234
673ef5fd82cec96096001234,673ef5fdf73b76ce89001234
673ef5fdaa942ab2bf001234,673ef5fdc44e503833001234
673ef5fde7b24b112a001234,673ef5fd602d130567001234
673ef5fd00411460f7001234,673ef5fdf0fcf351df001234
673ef5fd05049e90fa001234,673ef5fd1700002963001234
673ef5fd41f1f19176001234,673ef5fd357a6fdf76001234
673ef5fdad972f10e0001234,673ef5fde4873aa9a0001234
673ef5fdad972f10e0001234,673ef5fd81e74d6785001234
673ef5fd142949df56001234,673ef5fd4dcae38ee1001234
673ef5fd142949df56001234,673ef5fd65ded5353c001234
673ef5fdbca82e41ee001234,673ef5fd19f3cd308f001234
673ef5fdbca82e41ee001234,673ef5fd81448138f5001234
673ef5fd4f6ffe13a5001234,673ef5fd07cdfd2337001234
673ef5fdbeed13602b001234,673ef5fd647c722bf9001234
673ef5fddc912a253d001234,673ef5fda0a080f42e001234
673ef5fddc912a253d001234,673ef5fdf29c21d489001234
673ef5fd39461a19e9001234,673ef5fddc5d637ed5001234
673ef5fd8efb100a29001234,673ef5fdcfbce4c1d7001234
673ef5fdc86a7ee3d8001234,673ef5fd35cf8659cf001234
673ef5fd28f0b86459001234,673ef5fd4da04049a0001234
673ef5fd1543843a47001234,673ef5fd74bba22728001234
673ef5fd1543843a47001234,673ef5fdeaa32c96f6001234
673ef5fdb7b16ecf8c001234,673ef5fd6ecbdd6ec8001234
673ef5fd18d8042386001234,673ef5fd58c54802a9001234
673ef5fd69cb3ea317001234,673ef5fd65d2ea0342001234
673ef5fd69cb3ea317001234,673ef5fd70222949cc001234
673ef5fd69cb3ea317001234,673ef5fdd64a340bcb001234
673ef5fd4f4adcbf8c001234,673ef5fdfe2d010308001234
673ef5fd4f4adcbf8c001234,673ef5fd17326d10d5001234
673ef5fd4f4adcbf8c001234,673ef5fd430c3626b8001234
673ef5fdf4f6dce2f3001234,673ef5fd9be40cee5b001234
673ef5fd0d0fd7c6e0001234,673ef5fd17e62166fc001234
673ef5fda96b65a721001234,673ef5fd18d10dc6e6001234
673ef5fdb9228e0962001234,673ef5fd6cd67d9b6f001234
673ef5fd66808e327d001234,673ef5fd6c14da109e001234
673ef5fd42e7aaa88b001234,673ef5fda8c88a0055001234
673ef5fd7eacb53257001234,673ef5fd00ac8ed3b4001234
673ef5fdb6f0479ae8001234,673ef5fd069059b7ef001234
673ef5fde0c641195b001234,673ef5fd069d3bb002001234
673ef5fdf85454e827001234,673ef5fd1e913e1b06001234
673ef5fd3c7781a36b001234,673ef5fd0c8ce55163001234
673ef5fd25b2822c2f001234,673ef5fd83f97f4825001234
673ef5fd6ecbdd6ec8001234,673ef5fd3a20f62a0a001234
673ef5fd18997733ec001234,673ef5fd0731460a8a001234
673ef5fd8d7d8ee069001234,673ef5fdf0dd4a99fb001234
673ef5fd248e844336001234,673ef5fdd395771085001234
673ef5fd248e844336001234,673ef5fd4abe17a1c8001234
673ef5fda49e9411d6001234,673ef5fde0a209539d001234
673ef5fda49e9411d6001234,673ef5fd10907813b9001234
673ef5fda8abb4bb28001234,673ef5fd5e1b18c4c6001234
