id,id_event1,id_event2
0,673ef5fdcfcd208495001234,673ef5fd234833147b001234
1,673ef5fdc4ca4238a0001234,673ef5fd0c7119e3a6001234
2,673ef5fdc4ca4238a0001234,673ef5fd63cb524a9f001234
3,673ef5fdc4ca4238a0001234,673ef5fd69d658d0b2001234
4,673ef5fdc81e728d9d001234,673ef5fd4daa3db355001234
5,673ef5fdc81e728d9d001234,673ef5fda58337d1b8001234
6,673ef5fde4da3b7fbb001234,673ef5fd5ca3e9b122001234
7,673ef5fde4da3b7fbb001234,673ef5fda941493eee001234
8,673ef5fde4da3b7fbb001234,673ef5fdbd70364a8f001234
9,673ef5fd1679091c5a001234,673ef5fd211c1e0b83001234
10,673ef5fd8f14e45fce001234,673ef5fd81b3833e25001234
11,673ef5fdc9f0f895fb001234,673ef5fdfe256faf97001234
12,673ef5fdc9f0f895fb001234,673ef5fd1bc2029a88001234
13,673ef5fdc9f0f895fb001234,673ef5fd544a4f59f6001234
14,673ef5fd45c48cce2e001234,673ef5fdea119a40c1001234
15,673ef5fd45c48cce2e001234,673ef5fda3f61f3a80001234
16,673ef5fd45c48cce2e001234,673ef5fd6d34d468ac001234
17,673ef5fdd3d9446802001234,673ef5fdb105e5a192001234
18,673ef5fdd3d9446802001234,673ef5fdab2481c9f9001234
19,673ef5fd6512bd43d9001234,673ef5fde48e132073001234
20,673ef5fd6512bd43d9001234,673ef5fdfdbd31f202001234
21,673ef5fd6512bd43d9001234,673ef5fd1d6408264d001234
22,673ef5fdc20ad4d76f001234,673ef5fd69f268fb2b001234
23,673ef5fdc20ad4d76f001234,673ef5fd147540e129001234
24,673ef5fdc51ce410c1001234,673ef5fd933670f1ac001234
25,673ef5fdc74d97b01e001234,673ef5fdf9322b1465001234
26,673ef5fdc74d97b01e001234,673ef5fd78719f11fa001234
27,673ef5fd70efdf2ec9001234,673ef5fd0cd6a652ed001234
28,673ef5fd6f4922f455001234,673ef5fd75e33da9b1001234
29,673ef5fd1f0e3dad99001234,673ef5fd013a006f03001234
30,673ef5fd98f1370821001234,673ef5fd1264a061d8001234
31,673ef5fd98f1370821001234,673ef5fd903ce9225f001234
32,673ef5fd3c59dc048e001234,673ef5fd971eb27c63001234
33,673ef5fd3c59dc048e001234,673ef5fd722caafb48001234
34,673ef5fd3c59dc048e001234,673ef5fd06a15eb1c3001234
35,673ef5fd37693cfc74001234,673ef5fd82edc5c9e2001234
36,673ef5fd8e296a067a001234,673ef5fddf0aab058c001234
37,673ef5fd4e732ced34001234,673ef5fd13384ffc9d001234
38,673ef5fd02e74f10e0001234,673ef5fd8ce5d98937001234
39,673ef5fd02e74f10e0001234,673ef5fd7437d13677001234
