id_object,id_location
673ef5fd182be0c5cd001234,673ef5fdc9f0f895fb001234
673ef5fd17e62166fc001234,673ef5fdc9e1074f5b001234
673ef5fd8613985ec4001234,673ef5fd17e62166fc001234
673ef5fd3def184ad8001234,673ef5fdeccbc87e4b001234
673ef5fd7ef605fc8d001234,673ef5fdf457c545a9001234
673ef5fd140f6969d5001234,673ef5fdc74d97b01e001234
673ef5fdb73ce398c3001234,673ef5fd072b030ba1001234
673ef5fd9766527f2b001234,673ef5fd7cbbc409ec001234
673ef5fdfc22130974001234,673ef5fd5ef059938b001234
673ef5fd6cdd60ea00001234,673ef5fdc7e1249ffc001234
673ef5fd084b6fbb10001234,673ef5fda5771bce93001234
673ef5fde2c0be2456001234,673ef5fd67c6a1e7ce001234
673ef5fdeb16372791001234,673ef5fd9bf31c7ff0001234
