id_person,id_event
673ef5fbcfcd208495001234,673ef5fde56b06c51e001234
673ef5fbcfcd208495001234,673ef5fd0d441de759001234
673ef5fbc4ca4238a0001234,673ef5fd5e6bd7a697001234
673ef5fbc4ca4238a0001234,673ef5fd5878a7ab84001234
673ef5fbc81e728d9d001234,673ef5fdef2a4be547001234
673ef5fbc81e728d9d001234,673ef5fd6624b6d821001234
673ef5fba87ff679a2001234,673ef5fd02e74f10e0001234
673ef5fbc9f0f895fb001234,673ef5fd8ca8da41fe001234
673ef5fbd3d9446802001234,673ef5fd9b2f00f373001234
673ef5fbd3d9446802001234,673ef5fd92bbd31f8e001234
673ef5fb6512bd43d9001234,673ef5fd38af86134b001234
673ef5fb6512bd43d9001234,673ef5fd9eac167ec1001234
673ef5fbc51ce410c1001234,673ef5fddd28e50635001234
673ef5fbaab3238922001234,673ef5fda36b598abb001234
673ef5fbaab3238922001234,673ef5fd01e00f2f4b001234
673ef5fb9bf31c7ff0001234,673ef5fde00406144c001234
673ef5fb9bf31c7ff0001234,673ef5fd1138d90ef0001234
673ef5fbc74d97b01e001234,673ef5fdd04863f100001234
673ef5fbc74d97b01e001234,673ef5fd90599c8fdd001234
673ef5fb70efdf2ec9001234,673ef5fd14bfa6bb14001234
673ef5fb70efdf2ec9001234,673ef5fdeae27d77ca001234
673ef5fb6f4922f455001234,673ef5fd9a5748a2fb001234
673ef5fb98f1370821001234,673ef5fd4fa53be91b001234
673ef5fb3c59dc048e001234,673ef5fdc4492cbe90001234
673ef5fb3c59dc048e001234,673ef5fd85422afb46001234
673ef5fbb6d767d2f8001234,673ef5fddeb74a85a4001234
673ef5fbb6d767d2f8001234,673ef5fd299fb2142d001234
673ef5fb37693cfc74001234,673ef5fdf5f8590cd5001234
673ef5fb1ff1de7740001234,673ef5fd99bcfcd754001234
673ef5fb1ff1de7740001234,673ef5fda18630ab1c001234
673ef5fb1ff1de7740001234,673ef5fd4f5a9bf135001234
673ef5fb4e732ced34001234,673ef5fd0609154fa3001234
673ef5fb02e74f10e0001234,673ef5fd9c01802ddb001234
673ef5fb02e74f10e0001234,673ef5fd008bd5ad93001234
673ef5fb33e75ff09d001234,673ef5fd52cf49fea5001234
673ef5fb6ea9ab1baa001234,673ef5fdcd474f6341001234
673ef5fb6ea9ab1baa001234,673ef5fd71e09b16e2001234
673ef5fb6ea9ab1baa001234,673ef5fdfe131d7f5a001234
673ef5fb34173cb38f001234,673ef5fd1068c6e4c8001234
673ef5fbe369853df7001234,673ef5fdfc8001f834001234
673ef5fb1c383cd30b001234,673ef5fdacf4b89d3d001234
673ef5fb19ca14e7ea001234,673ef5fd60ad838019001234
673ef5fbd67d8ab4f4001234,673ef5fd8bb88f80d3001234
673ef5fbd67d8ab4f4001234,673ef5fd1145a30ff8001234
673ef5fb17e62166fc001234,673ef5fd4cb811134b001234
673ef5fb17e62166fc001234,673ef5fd1192265fb3001234
673ef5fbf7177163c8001234,673ef5fd44f683a841001234
673ef5fbf7177163c8001234,673ef5fd6c14da109e001234
673ef5fb6c8349cc72001234,673ef5fdfaacbcd5bf001234
673ef5fbd9d4f495e8001234,673ef5fddcda54e292001234
673ef5fbd9d4f495e8001234,673ef5fd59b90e1005001234
673ef5fbf457c545a9001234,673ef5fdb1d10e7baf001234
673ef5fbf457c545a9001234,673ef5fd2838023a77001234
673ef5fbf457c545a9001234,673ef5fd0e65972dce001234
673ef5fbc0c7c76d30001234,673ef5fd894b77f805001234
673ef5fb2838023a77001234,673ef5fd9fdb62f932001234
673ef5fb9a1158154d001234,673ef5fdfeab05aa91001234
673ef5fbd82c8d1619001234,673ef5fd4c56ff4ce4001234
673ef5fbd82c8d1619001234,673ef5fd84b20b1f5a001234
673ef5fba684eceee7001234,673ef5fd9a49a25d84001234
673ef5fbb53b3a3d6a001234,673ef5fdac34ae1fda001234
673ef5fbb53b3a3d6a001234,673ef5fdeba0dc302b001234
673ef5fb9f61408e3a001234,673ef5fd11f524c3fb001234
673ef5fb72b32a1f75001234,673ef5fd81448138f5001234
673ef5fb72b32a1f75001234,673ef5fd453fadbd8a001234
673ef5fb66f041e16a001234,673ef5fd23755432da001234
673ef5fb093f65e080001234,673ef5fdb137fdd1f7001234
673ef5fb093f65e080001234,673ef5fdc559da2ba9001234
673ef5fb093f65e080001234,673ef5fddfb84a11f4001234
673ef5fb072b030ba1001234,673ef5fddba31bb5c7001234
673ef5fb072b030ba1001234,673ef5fd0e3a37aa85001234
673ef5fb7f39f8317f001234,673ef5fd0b6ace9e89001234
673ef5fb7f39f8317f001234,673ef5fd6b620aedfa001234
673ef5fb44f683a841001234,673ef5fdfe7ee8fc19001234
673ef5fb03afdbd66e001234,673ef5fdb181eaa49f001234
673ef5fb03afdbd66e001234,673ef5fdea4eb49329001234
673ef5fb03afdbd66e001234,673ef5fd0b0b0994d1001234
673ef5fb3295c76acb001234,673ef5fdd86ea612de001234
673ef5fb735b90b456001234,673ef5fdfa2431bf9d001234
673ef5fba3f390d88e001234,673ef5fd3c3c139bd8001234
673ef5fba3f390d88e001234,673ef5fdf471223d1a001234
673ef5fbe2c420d928001234,673ef5fd4f1f29888c001234
673ef5fbe2c420d928001234,673ef5fd250413d298001234
673ef5fbd2ddea18f0001234,673ef5fdcaf1a3dfb5001234
673ef5fbd2ddea18f0001234,673ef5fd98d6f58ab0001234
673ef5fbd2ddea18f0001234,673ef5fd0234c510bc001234
673ef5fbfbd7939d67001234,673ef5fdc0e190d826001234
673ef5fbfbd7939d67001234,673ef5fd8d8f733a7c001234
673ef5fb35f4a8d465001234,673ef5fdabec16f483001234
673ef5fbd1fe173d08001234,673ef5fd35c5a2cb36001234
673ef5fbd1fe173d08001234,673ef5fd5c936263f3001234
673ef5fbf033ab37c3001234,673ef5fd4d8556695c001234
673ef5fb43ec517d68001234,673ef5fd5dcd0ddd3d001234
673ef5fbfe9fc289c3001234,673ef5fdea4eb49329001234
673ef5fbfe9fc289c3001234,673ef5fdb85d65c39e001234
673ef5fb68d30a9594001234,673ef5fd63bfd6e8f2001234
673ef5fb3ef815416f001234,673ef5fdc2ba1bc54b001234
673ef5fb93db85ed90001234,673ef5fd50cf0763d8001234
673ef5fb93db85ed90001234,673ef5fded4227734e001234
673ef5fb93db85ed90001234,673ef5fda226e450e2001234
673ef5fbc7e1249ffc001234,673ef5fd7e3b7a5baf001234
673ef5fbc7e1249ffc001234,673ef5fd934b535800001234
673ef5fb2a38a4a931001234,673ef5fd991de292e7001234
673ef5fb2a38a4a931001234,673ef5fd6da37dd313001234
673ef5fb7647966b73001234,673ef5fde11943a603001234
673ef5fb7647966b73001234,673ef5fd74071a6733001234
673ef5fb7647966b73001234,673ef5fd3b5020bb89001234
673ef5fb8613985ec4001234,673ef5fd63f44623dd001234
673ef5fb98dce83da5001234,673ef5fd7371364b3d001234
673ef5fb98dce83da5001234,673ef5fd14678db828001234
673ef5fb98dce83da5001234,673ef5fd6463c88460001234
673ef5fb26657d5ff9001234,673ef5fd4a3e00961a001234
673ef5fbe2ef524fbf001234,673ef5fdbe53d253d6001234
673ef5fbed3d2c2199001234,673ef5fdffedf5be3a001234
673ef5fbed3d2c2199001234,673ef5fd0731460a8a001234
673ef5fbf899139df5001234,673ef5fdbd5af7cd92001234
673ef5fb38b3eff8ba001234,673ef5fd0336dcbab0001234
673ef5fbec8956637a001234,673ef5fdb432f34c5a001234
673ef5fbec8956637a001234,673ef5fd33e8075e99001234
673ef5fbec8956637a001234,673ef5fd2c6ae45a3e001234
673ef5fb6974ce5ac6001234,673ef5fd4664736508001234
673ef5fb6974ce5ac6001234,673ef5fd3b2d8f129a001234
673ef5fb6974ce5ac6001234,673ef5fdac4e7a4f34001234
673ef5fbc9e1074f5b001234,673ef5fdcc42acc8ce001234
673ef5fb65b9eea6e1001234,673ef5fd26f5bd4aa6001234
673ef5fba97da629b0001234,673ef5fd8b6a80c3cf001234
673ef5fb2723d092b6001234,673ef5fd9a1158154d001234
673ef5fb2723d092b6001234,673ef5fdbc6dc48b74001234
673ef5fb5fd0b37cd7001234,673ef5fda1140a3d0d001234
673ef5fb5fd0b37cd7001234,673ef5fdc315f0320b001234
673ef5fbeb160de1de001234,673ef5fd7edfd52220001234
673ef5fb5ef059938b001234,673ef5fde53a0a2978001234
673ef5fb07e1cd7dca001234,673ef5fd9327969053001234
673ef5fb07e1cd7dca001234,673ef5fd7cce53cf90001234
673ef5fb07e1cd7dca001234,673ef5fda0833c8a18001234
673ef5fbda4fb5c6e9001234,673ef5fd8768280525001234
673ef5fbda4fb5c6e9001234,673ef5fda70dc40477001234
673ef5fb4c56ff4ce4001234,673ef5fd3e6260b818001234
673ef5fb4c56ff4ce4001234,673ef5fd69421f0324001234
673ef5fba0a080f42e001234,673ef5fdf42c7f9c8a001234
673ef5fb202cb962ac001234,673ef5fdb848edae25001234
673ef5fb202cb962ac001234,673ef5fd7230b2b03e001234
673ef5fb069059b7ef001234,673ef5fd11f524c3fb001234
673ef5fb76dc611d6e001234,673ef5fd6cf821bc98001234
673ef5fb76dc611d6e001234,673ef5fdfface8385a001234
673ef5fb76dc611d6e001234,673ef5fd4607263158001234
673ef5fb9b8619251a001234,673ef5fdabd815286b001234
673ef5fb9b8619251a001234,673ef5fd39e4973ba3001234
673ef5fb1afa34a7f9001234,673ef5fdb848edae25001234
673ef5fb1afa34a7f9001234,673ef5fd780965ae22001234
673ef5fb65ded5353c001234,673ef5fd4175a4b46a001234
673ef5fb65ded5353c001234,673ef5fdd94e18a8ad001234
673ef5fb02522a2b27001234,673ef5fd619205da51001234
673ef5fb42a0e188f5001234,673ef5fdf4573fc71c001234
673ef5fb013d407166001234,673ef5fdc1fea270c4001234
673ef5fb013d407166001234,673ef5fd6a5dfac4be001234
673ef5fbe00da03b68001234,673ef5fdfe2d010308001234
673ef5fbe00da03b68001234,673ef5fdfd2c5e4680001234
673ef5fb1385974ed5001234,673ef5fd8643c8e210001234
673ef5fb903ce9225f001234,673ef5fdb7087c1f4f001234
673ef5fb2b24d49505001234,673ef5fd09e7655fc1001234
673ef5fba5e0013237001234,673ef5fdcf9a242b70001234
673ef5fba5e0013237001234,673ef5fd93d65641ff001234
673ef5fb8d5e957f29001234,673ef5fdc82836ed44001234
673ef5fb8d5e957f29001234,673ef5fdabec16f483001234
673ef5fb47d1e99058001234,673ef5fd6a182a16e6001234
673ef5fbf2217062e9001234,673ef5fd2838023a77001234
673ef5fbf2217062e9001234,673ef5fd38ef4b66cb001234
673ef5fb37a749d808001234,673ef5fdd2ed45a52b001234
673ef5fbb3e3e393c7001234,673ef5fd4cf33e18ed001234
673ef5fbb3e3e393c7001234,673ef5fd2067e2650c001234
673ef5fb1d7f7abc18001234,673ef5fd8710ef761b001234
673ef5fb1d7f7abc18001234,673ef5fdf40438b554001234
673ef5fb2a79ea27c2001234,673ef5fdf85454e827001234
673ef5fb2a79ea27c2001234,673ef5fd2d2ca7eedf001234
673ef5fb1c9ac0159c001234,673ef5fd17d63b1625001234
673ef5fb6c4b761a28001234,673ef5fd494ba9ff03001234
673ef5fb0640966322001234,673ef5fd109a0ca3bc001234
673ef5fb140f6969d5001234,673ef5fd15c00b5250001234
673ef5fb140f6969d5001234,673ef5fdb8c37e33de001234
673ef5fbb73ce398c3001234,673ef5fd1595af6435001234
673ef5fbbd4c9ab730001234,673ef5fdf80bf05527001234
673ef5fbbd4c9ab730001234,673ef5fd9fe77ac706001234
673ef5fb82aa4b0af3001234,673ef5fddd1016d687001234
673ef5fb0777d5c17d001234,673ef5fdcaa202034f001234
673ef5fb0777d5c17d001234,673ef5fd6364d3f0f4001234
673ef5fb7e7757b1e1001234,673ef5fd38181d991c001234
673ef5fb7e7757b1e1001234,673ef5fd3b3dbaf685001234
