id_person1,id_person2
673ef5fba87ff679a2001234,673ef5fbacc3e04046001234
673ef5fb45c48cce2e001234,673ef5fb9ad6aaed51001234
673ef5fb6512bd43d9001234,673ef5fbca75910166001234
673ef5fbaab3238922001234,673ef5fbb265ce60fe001234
673ef5fb9bf31c7ff0001234,673ef5fbcf9a242b70001234
673ef5fbc74d97b01e001234,673ef5fc32e05616c8001234
673ef5fb1f0e3dad99001234,673ef5fc296472c954001234
673ef5fb98f1370821001234,673ef5fb2cbca44843001234
673ef5fb37693cfc74001234,673ef5fcd8bf84be38001234
673ef5fb37693cfc74001234,673ef5fc2aedcba61c001234
673ef5fb33e75ff09d001234,673ef5fb0aa1883c64001234
673ef5fb34173cb38f001234,673ef5fcd15426b9c3001234
673ef5fb182be0c5cd001234,673ef5fbe205ee2a5d001234
673ef5fbe369853df7001234,673ef5fc7e23052265001234
673ef5fb1c383cd30b001234,673ef5fb9b8619251a001234
673ef5fb1c383cd30b001234,673ef5fcc44799b04a001234
673ef5fb3416a75f4c001234,673ef5fbaba3b6fd5d001234
673ef5fbf7177163c8001234,673ef5fcb130029169001234
673ef5fbf7177163c8001234,673ef5fc65fc52ed8f001234
673ef5fb6c8349cc72001234,673ef5fb7a614fd06c001234
673ef5fb67c6a1e7ce001234,673ef5fcfb2e203234001234
673ef5fb67c6a1e7ce001234,673ef5fc39d352b039001234
673ef5fb642e92efb7001234,673ef5fcf15d337c70001234
673ef5fbf457c545a9001234,673ef5fb01386bd6d8001234
673ef5fbf457c545a9001234,673ef5fcce47be4abd001234
673ef5fbb53b3a3d6a001234,673ef5fc7385db9a3f001234
673ef5fb072b030ba1001234,673ef5fcc922de9e01001234
673ef5fb735b90b456001234,673ef5fbcd758e8f59001234
673ef5fba3f390d88e001234,673ef5fbb706835de7001234
673ef5fbe2c420d928001234,673ef5fcc182f930a0001234
673ef5fb32bb90e897001234,673ef5fca19acd7d26001234
673ef5fbd2ddea18f0001234,673ef5fb3b3dbaf685001234
